Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Fecha de facturacion,Año,Forma de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Estado,País,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Venta,Cantidad,Descuento,Ganancia
5696,US-2015-158435,28/4/2015,3/5/2015,10/5/2015,2015,Estándar,LP-17740,Laura Prieto,Cliente,Choloma,Cortés,Honduras,Centro,TEC-MÁ-10004750,Tecnología,Máquinas,Konica Impresora  Duradero,2.144,4,70%,-1429
5697,US-2015-158435,28/4/2015,3/5/2015,10/5/2015,2015,Estándar,LP-17740,Laura Prieto,Cliente,Choloma,Cortés,Honduras,Centro,MOB-SI-10002001,Mobiliario,Sillas,Novimex Sillón  2,9.204,5,40%,460
5698,US-2015-158435,28/4/2015,3/5/2015,10/5/2015,2015,Estándar,LP-17740,Laura Prieto,Cliente,Choloma,Cortés,Honduras,Centro,MAT-CA-10001628,Material de oficina,Carpetas,Avery Perforador  Reciclado,113,1,40%,-60
5699,US-2015-158435,28/4/2015,3/5/2015,10/5/2015,2015,Estándar,LP-17740,Laura Prieto,Cliente,Choloma,Cortés,Honduras,Centro,MAT-SO-10002062,Material de oficina,Sobres,GlobeWeis Sobre empresarial  Rojo,418,5,40%,-272
5726,US-2015-123701,26/5/2015,2/6/2015,9/6/2015,2015,Estándar,ES-14230,Emiliana Serna,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10001686,Mobiliario,Sillas,Hon Mecedora  2,2.126,4,40%,-780
5923,US-2018-122854,27/10/2018,29/10/2018,5/11/2018,2018,Urgente,CM-12625,Crístofer Mayo,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10002495,Tecnología,Copiadoras,Sharp Fotocopiadora con fax  Color,678,1,40%,-116
5944,US-2018-152870,25/7/2018,30/7/2018,6/8/2018,2018,Estándar,IM-16435,Isidora Martín,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10003825,Material de oficina,Grapas,Stockwell Chinchetas  Al por mayor,263,5,40%,-79
6296,US-2018-119172,4/12/2018,8/12/2018,15/12/2018,2018,Estándar,JH-16750,José Hernández,Cliente,Choloma,Cortés,Honduras,Centro,MOB-SI-10003956,Mobiliario,Sillas,Novimex Estora  Negro,431,2,40%,-245
6300,MX-2017-102477,30/8/2017,3/9/2017,10/9/2017,2017,Estándar,MR-18550,Mateo Rodríguez,Cliente,Choloma,Cortés,Honduras,Centro,TEC-CO-10000804,Tecnología,Copiadoras,Canon Fotocopiadora  Color,3.152,3,40%,147
6333,US-2017-110366,23/6/2017,25/6/2017,2/7/2017,2017,Rápido,SB-20680,Samanta Botello,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SU-10004674,Material de oficina,Suministros,Acme Cúter  Rectangular,414,3,40%,-55
6439,US-2018-169852,18/2/2018,24/2/2018,3/3/2018,2018,Estándar,PM-19975,Paz Montes,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10000273,Material de oficina,Grapas,Stockwell Pasadores  Metal,113,2,40%,-74
6488,US-2016-109470,24/11/2016,29/11/2016,6/12/2016,2016,Rápido,BT-11710,Baltasar Téllez,Cliente,Choloma,Cortés,Honduras,Centro,MAT-ET-10001843,Material de oficina,Etiquetas,Novimex Etiquetas para documentos legales  Duradero,521,12,40%,-141
6489,US-2016-109470,24/11/2016,29/11/2016,6/12/2016,2016,Rápido,BT-11710,Baltasar Téllez,Cliente,Choloma,Cortés,Honduras,Centro,MOB-MO-10002501,Mobiliario,Mobiliario,Deflect-O Bandeja apiladora  Duradero,625,7,40%,-167
6615,US-2018-161627,10/11/2018,12/11/2018,19/11/2018,2018,Urgente,BT-11710,Baltasar Téllez,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10003662,Material de oficina,Etiquetas,Harbour Creations Etiquetas con códigos de color  Rojo,305,6,40%,-82
6673,US-2018-117121,11/2/2018,15/2/2018,22/2/2018,2018,Estándar,OM-19780,Osvaldo Montano,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10001163,Material de oficina,Grapas,OIC Grapas  Al por mayor,227,5,40%,-91
6674,US-2018-117121,11/2/2018,15/2/2018,22/2/2018,2018,Estándar,OM-19780,Osvaldo Montano,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10001680,Tecnología,Accesorios,Memorex Router  Negro,986,1,40%,-641
6703,MX-2017-111556,19/11/2017,23/11/2017,30/11/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10004287,Material de oficina,Almacenamiento,Fellowes Casilleros  Metal,3.302,4,40%,220
6704,MX-2017-111556,19/11/2017,23/11/2017,30/11/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10000823,Mobiliario,Sillas,Hon Silla de playa  2,1.138,6,40%,-209
6705,MX-2017-111556,19/11/2017,23/11/2017,30/11/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10000952,Mobiliario,Sillas,Office Star Silla de playa  Rojo,665,3,40%,-166
6706,MX-2017-111556,19/11/2017,23/11/2017,30/11/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10004259,Tecnología,Copiadoras,Brother Fotocopiadora personal  2,2.848,5,40%,-820
6707,MX-2017-111556,19/11/2017,23/11/2017,30/11/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10004172,Material de oficina,Carpetas,Ibico Carpeta  Duradero,68,1,40%,-14
6708,MX-2017-111556,19/11/2017,23/11/2017,30/11/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10001001,Material de oficina,Electrodomésticos,Breville Batidora  Rojo,2.527,7,40%,-170
6709,MX-2017-111556,19/11/2017,23/11/2017,30/11/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10000130,Mobiliario,Librerías,Dania Biblioteca  Negro,2.910,2,40%,485
6714,MX-2018-139822,27/8/2018,1/9/2018,8/9/2018,2018,Estándar,CF-12280,Cristian Ferro,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10004799,Mobiliario,Sillas,SAFCO Silla de playa  2,620,3,40%,93
6769,US-2016-110268,19/7/2016,23/7/2016,30/7/2016,2016,Estándar,BU-11980,Benito Urrutia,Cliente,Choloma,Cortés,Honduras,Centro,MAT-ET-10004985,Material de oficina,Etiquetas,Avery Etiquetas para documentos legales  Ajustable,37,1,40%,-17
6770,US-2016-110268,19/7/2016,23/7/2016,30/7/2016,2016,Estándar,BU-11980,Benito Urrutia,Cliente,Choloma,Cortés,Honduras,Centro,TEC-AC-10001782,Tecnología,Accesorios,Enermax Tarjeta de memoria  Blanco,1.795,4,40%,-60
6788,US-2016-129791,13/5/2016,16/5/2016,23/5/2016,2016,Urgente,GO-15400,Gracias Olivera,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10001896,Material de oficina,Papel,Eaton Cuaderno  Multicolor,1.008,9,40%,-454
6789,US-2016-129791,13/5/2016,16/5/2016,23/5/2016,2016,Urgente,GO-15400,Gracias Olivera,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-MO-10003825,Mobiliario,Mobiliario,Rubvermaid Reloj  Duradero,378,2,40%,-176
6790,US-2016-129791,13/5/2016,16/5/2016,23/5/2016,2016,Urgente,GO-15400,Gracias Olivera,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001605,Material de oficina,Carpetas,Cardinal Anillas  Económico,43,2,40%,-26
6827,MX-2018-135811,21/4/2018,21/4/2018,28/4/2018,2018,Mismo día,ÁM-10765,Álvaro Muñoz,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10003315,Material de oficina,Papel,Xerox Recordadores  Premium,108,2,40%,14
6828,MX-2018-135811,21/4/2018,21/4/2018,28/4/2018,2018,Mismo día,ÁM-10765,Álvaro Muñoz,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10004503,Material de oficina,Papel,Eaton Recordadores  Multicolor,545,9,40%,-274
6943,US-2018-153738,25/6/2018,29/6/2018,6/7/2018,2018,Estándar,CG-12685,Circe Grijalva,Cliente,Choloma,Cortés,Honduras,Centro,MAT-EL-10001878,Material de oficina,Electrodomésticos,Breville Molinillo de café  Blanco,1.200,5,40%,-400
6944,US-2018-153738,25/6/2018,29/6/2018,6/7/2018,2018,Estándar,CG-12685,Circe Grijalva,Cliente,Choloma,Cortés,Honduras,Centro,TEC-AC-10001693,Tecnología,Accesorios,SanDisk Memoria USB  Programable,328,2,40%,-55
7072,US-2016-141250,3/1/2016,7/1/2016,14/1/2016,2016,Estándar,JB-16675,Josefa Bueno,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10000578,Material de oficina,Etiquetas,Harbour Creations Etiquetas para documentos legales  Duradero,136,3,40%,-66
7073,US-2016-141250,3/1/2016,7/1/2016,14/1/2016,2016,Estándar,JB-16675,Josefa Bueno,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-ME-10000003,Mobiliario,Mesas,Chromcraft Mesa de ordenador  Blanco,1.782,2,70%,-1545
7074,US-2016-141250,3/1/2016,7/1/2016,14/1/2016,2016,Estándar,JB-16675,Josefa Bueno,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10002744,Tecnología,Accesorios,SanDisk Router  Negro,1.026,1,40%,-308
7174,US-2017-167269,18/6/2017,21/6/2017,28/6/2017,2017,Urgente,NC-19255,Natividad Collazo,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10002563,Material de oficina,Almacenamiento,Fellowes Casilleros  Tamaño completo,2.488,3,40%,-664
7175,US-2017-167269,18/6/2017,21/6/2017,28/6/2017,2017,Urgente,NC-19255,Natividad Collazo,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10004931,Material de oficina,Papel,SanDisk Papel de tipo pergamino  Premium,535,8,40%,-188
7176,US-2017-167269,18/6/2017,21/6/2017,28/6/2017,2017,Urgente,NC-19255,Natividad Collazo,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10003782,Mobiliario,Librerías,Dania Biblioteca  Convencional,2.899,2,40%,-1353
7177,US-2017-167269,18/6/2017,21/6/2017,28/6/2017,2017,Urgente,NC-19255,Natividad Collazo,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10001686,Mobiliario,Sillas,Hon Mecedora  2,3.720,7,40%,-1364
7189,US-2018-137358,28/5/2018,31/5/2018,7/6/2018,2018,Rápido,ÁU-10285,Águeda Urbina,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SO-10000511,Material de oficina,Sobres,Cameo Paquetes  Plateado,811,5,40%,-95
7320,US-2015-151232,7/9/2015,12/9/2015,19/9/2015,2015,Estándar,NC-19150,Nadia Calderón,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10000243,Tecnología,Copiadoras,Hewlett Tinta  Digital,2.365,4,40%,-444
7321,US-2015-151232,7/9/2015,12/9/2015,19/9/2015,2015,Estándar,NC-19150,Nadia Calderón,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-MO-10002554,Mobiliario,Mobiliario,Tenex Bombilla  Premium,70,1,40%,-36
7382,US-2016-111339,3/5/2016,7/5/2016,14/5/2016,2016,Estándar,OB-19705,Orestes Briones,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10000367,Material de oficina,Electrodomésticos,Hoover Microondas  Negro,2.465,2,40%,-329
7608,MX-2018-109890,1/8/2018,5/8/2018,12/8/2018,2018,Estándar,MM-18535,Marta Manzanares,Empresa,Choloma,Cortés,Honduras,Centro,MAT-SO-10000409,Material de oficina,Sobres,Kraft Sobre de tipo Manila  Rojo,120,1,40%,16
7609,MX-2018-109890,1/8/2018,5/8/2018,12/8/2018,2018,Estándar,MM-18535,Marta Manzanares,Empresa,Choloma,Cortés,Honduras,Centro,TEC-AC-10002869,Tecnología,Accesorios,SanDisk Ratón  Económico,153,1,40%,-31
7625,US-2015-120593,25/6/2015,28/6/2015,5/7/2015,2015,Urgente,NC-19150,Nadia Calderón,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10003416,Material de oficina,Almacenamiento,Fellowes Caja  Azul,630,8,40%,-21
7657,US-2016-106894,24/3/2016,30/3/2016,6/4/2016,2016,Estándar,UL-21340,Ulises Lebrón,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AR-10001228,Material de oficina,Arte,Binney & Smith Subrayadores  Tamaños variados,158,2,40%,-79
7723,US-2016-105438,8/4/2016,8/4/2016,15/4/2016,2016,Mismo día,DT-13375,Domingo Torres,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10000979,Material de oficina,Carpetas,Avery Carpeta  Reciclado,159,3,40%,-83
7750,US-2018-167941,28/4/2018,2/5/2018,9/5/2018,2018,Estándar,HB-15820,Hernando Baeza,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10003303,Mobiliario,Librerías,Bush Librería clásica  Convencional,8.254,5,40%,-4952
7751,US-2018-167941,28/4/2018,2/5/2018,9/5/2018,2018,Estándar,HB-15820,Hernando Baeza,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10000211,Material de oficina,Papel,Green Bar Material de oficina  Reciclado,193,1,40%,-68
7766,US-2015-152296,18/10/2015,18/10/2015,25/10/2015,2015,Mismo día,TM-21220,Tirso Marín,Cliente,Choloma,Cortés,Honduras,Centro,TEC-AC-10004825,Tecnología,Accesorios,Belkin Ratón  Blanco,308,2,40%,-82
7837,US-2018-122672,4/10/2018,9/10/2018,16/10/2018,2018,Estándar,GC-15460,Guiomar Cuellar,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10001067,Tecnología,Copiadoras,Canon Fotocopiadora con fax  Color,769,1,40%,-273
7850,US-2015-128475,4/3/2015,8/3/2015,15/3/2015,2015,Estándar,CA-12220,Carina Almaraz,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-SO-10000835,Material de oficina,Sobres,GlobeWeis Sobre de tipo Manila  Rojo,124,1,40%,-66
7956,US-2017-135237,6/7/2017,10/7/2017,17/7/2017,2017,Estándar,HA-15700,Heidi Anaya,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10002631,Material de oficina,Etiquetas,Harbour Creations Etiquetas extraíbles  Rojo,81,2,40%,-49
7958,US-2017-162754,29/6/2017,4/7/2017,11/7/2017,2017,Estándar,IV-16135,Iván Valle,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10004998,Mobiliario,Sillas,Harbour Creations Mecedora  2,1.195,2,40%,-358
8103,MX-2017-117408,20/9/2017,25/9/2017,2/10/2017,2017,Estándar,VS-21505,Vanesa Sarabia,Cliente,Choloma,Cortés,Honduras,Centro,MAT-AL-10002870,Material de oficina,Almacenamiento,Tenex Casilleros  Industrial,1.637,2,40%,82
8104,MX-2017-117408,20/9/2017,25/9/2017,2/10/2017,2017,Estándar,VS-21505,Vanesa Sarabia,Cliente,Choloma,Cortés,Honduras,Centro,MOB-MO-10004154,Mobiliario,Mobiliario,Eldon Marco  Duradero,906,2,40%,-181
8105,MX-2017-117408,20/9/2017,25/9/2017,2/10/2017,2017,Estándar,VS-21505,Vanesa Sarabia,Cliente,Choloma,Cortés,Honduras,Centro,MOB-LI-10003753,Mobiliario,Librerías,Ikea Conjunto de estantes  Metal,4.754,7,40%,-1981
8178,MX-2015-117485,22/9/2015,27/9/2015,4/10/2015,2015,Rápido,LV-17830,Lucía Villa,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10003303,Material de oficina,Almacenamiento,Eldon Estanterías  Azul,775,4,40%,90
8179,MX-2015-117485,22/9/2015,27/9/2015,4/10/2015,2015,Rápido,LV-17830,Lucía Villa,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-MO-10001937,Mobiliario,Mobiliario,Advantus Bandeja apiladora  Premium,300,3,40%,-100
8320,US-2017-121181,21/12/2017,25/12/2017,1/1/2018,2018,Rápido,DV-13285,Daniela Vélez,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10001784,Mobiliario,Librerías,Bush Librería  Negro,1.498,3,40%,-200
8321,US-2017-121181,21/12/2017,25/12/2017,1/1/2018,2018,Rápido,DV-13285,Daniela Vélez,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001617,Material de oficina,Carpetas,Cardinal Carpeta  Económico,111,2,40%,16
8395,US-2016-160556,10/5/2016,14/5/2016,21/5/2016,2016,Estándar,GO-15400,Gracias Olivera,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-TE-10001761,Tecnología,Teléfonos,Apple Auriculares  Al por mayor,880,3,40%,-59
8396,US-2016-160556,10/5/2016,14/5/2016,21/5/2016,2016,Estándar,GO-15400,Gracias Olivera,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-AR-10002993,Material de oficina,Arte,Stanley Sacapuntas  Azul,793,8,40%,-1
8420,MX-2017-153682,16/8/2017,20/8/2017,27/8/2017,2017,Estándar,TA-21310,Tomás Arredondo,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-AR-10004397,Material de oficina,Arte,Boston Lienzos  Al por mayor,863,4,40%,115
8421,MX-2017-153682,16/8/2017,20/8/2017,27/8/2017,2017,Estándar,TA-21310,Tomás Arredondo,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10000726,Material de oficina,Grapas,OIC Grapadoras  Metal,159,2,40%,26
8458,US-2017-112788,13/11/2017,17/11/2017,24/11/2017,2017,Estándar,RC-20575,Reyes Coto,Cliente,Choloma,Cortés,Honduras,Centro,MAT-AL-10002520,Material de oficina,Almacenamiento,Tenex Bandejas  Tamaño completo,1.085,5,40%,-362
8474,US-2015-129721,1/7/2015,3/7/2015,10/7/2015,2015,Urgente,CG-12550,Claudio Gil,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10003283,Material de oficina,Papel,Xerox Agenda  Paquete de 12,196,2,40%,-72
8475,US-2015-129721,1/7/2015,3/7/2015,10/7/2015,2015,Urgente,CG-12550,Claudio Gil,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10003145,Material de oficina,Papel,Green Bar Papel de tipo pergamino  Paquete de 12,167,2,40%,28
8585,US-2016-139843,8/3/2016,10/3/2016,17/3/2016,2016,Rápido,RM-20365,Rafaela Marcos,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10001056,Material de oficina,Etiquetas,Smead Etiquetas redondas  Ajustable,38,2,40%,-6
8586,US-2016-139843,8/3/2016,10/3/2016,17/3/2016,2016,Rápido,RM-20365,Rafaela Marcos,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10004040,Material de oficina,Carpetas,Cardinal Anillas  Transparente,38,2,40%,-11
8587,US-2016-139843,8/3/2016,10/3/2016,17/3/2016,2016,Rápido,RM-20365,Rafaela Marcos,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-TE-10003591,Tecnología,Teléfonos,Samsung Auriculares  Tamaños variados,1.521,5,40%,-305
8630,US-2016-128195,15/11/2016,20/11/2016,27/11/2016,2016,Estándar,NL-19525,Núria Laureano,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10001712,Material de oficina,Papel,Enermax Papel de tipo pergamino  Premium,123,2,40%,0
8688,MX-2015-126893,16/4/2015,18/4/2015,25/4/2015,2015,Urgente,SS-20710,Salomón Soto,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10001048,Material de oficina,Etiquetas,Hon Etiquetas redondas  Rojo,26,1,40%,3
8689,MX-2015-126893,16/4/2015,18/4/2015,25/4/2015,2015,Urgente,SS-20710,Salomón Soto,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10004785,Material de oficina,Grapas,Advantus Pasadores  Tamaños variados,333,7,40%,-128
8690,MX-2015-126893,16/4/2015,18/4/2015,25/4/2015,2015,Urgente,SS-20710,Salomón Soto,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10000063,Mobiliario,Sillas,Office Star Mecedora  Ajustable,574,1,40%,-191
8691,MX-2015-126893,16/4/2015,18/4/2015,25/4/2015,2015,Urgente,SS-20710,Salomón Soto,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MOB-LI-10004146,Mobiliario,Librerías,Bush Librería  Metal,984,2,40%,-377
8743,US-2015-153087,13/12/2015,20/12/2015,27/12/2015,2015,Estándar,SS-20710,Salomón Soto,Pequeña empresa,Choloma,Cortés,Honduras,Centro,MOB-SI-10000533,Mobiliario,Sillas,Novimex Silla de playa  Rojo,735,4,40%,-368
8744,US-2015-153087,13/12/2015,20/12/2015,27/12/2015,2015,Estándar,SS-20710,Salomón Soto,Pequeña empresa,Choloma,Cortés,Honduras,Centro,MAT-SO-10001671,Material de oficina,Sobres,Ames Paquetes  Reciclado,416,3,40%,62
8896,US-2015-115392,4/3/2015,11/3/2015,18/3/2015,2015,Estándar,BL-11860,Bastián Luján,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-ET-10000866,Material de oficina,Etiquetas,Hon Etiquetas para carpetas de archivos  Ajustable,78,3,40%,-7
8897,US-2015-115392,4/3/2015,11/3/2015,18/3/2015,2015,Estándar,BL-11860,Bastián Luján,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-TE-10002150,Tecnología,Teléfonos,Samsung Base de audio  Azul,3.337,5,40%,-2002
8898,US-2015-115392,4/3/2015,11/3/2015,18/3/2015,2015,Estándar,BL-11860,Bastián Luján,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10003462,Material de oficina,Grapas,Stockwell Cintas de goma  Tamaños variados,163,3,40%,-96
8899,US-2015-115392,4/3/2015,11/3/2015,18/3/2015,2015,Estándar,BL-11860,Bastián Luján,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-CO-10001010,Tecnología,Copiadoras,Sharp Fax  2,8.251,7,40%,-3892
9020,US-2016-134586,12/6/2016,19/6/2016,26/6/2016,2016,Estándar,SG-20755,Serafín Girón,Empresa,Choloma,Cortés,Honduras,Centro,MAT-SO-10003921,Material de oficina,Sobres,Ames Sobres de uso interno  50,1.263,7,40%,-148
9021,US-2016-134586,12/6/2016,19/6/2016,26/6/2016,2016,Estándar,SG-20755,Serafín Girón,Empresa,Choloma,Cortés,Honduras,Centro,MOB-MO-10000300,Mobiliario,Mobiliario,Tenex Bandeja apiladora  Duradero,356,4,40%,-84
9036,US-2016-113264,30/10/2016,2/11/2016,9/11/2016,2016,Rápido,CV-12430,Casimira Villegas,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10000918,Tecnología,Accesorios,Logitech Tarjeta de memoria  Blanco,1.214,3,40%,-61
9037,US-2016-113264,30/10/2016,2/11/2016,9/11/2016,2016,Rápido,CV-12430,Casimira Villegas,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SO-10004254,Material de oficina,Sobres,Cameo Sobres de uso interno  50,569,3,40%,-19
9038,US-2016-113264,30/10/2016,2/11/2016,9/11/2016,2016,Rápido,CV-12430,Casimira Villegas,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10002030,Material de oficina,Electrodomésticos,Breville Tostadora  Plateado,930,3,40%,-16
9172,US-2018-141600,7/8/2018,10/8/2018,17/8/2018,2018,Rápido,LC-17440,Lara Cantú,Empresa,Choloma,Cortés,Honduras,Centro,MOB-SI-10001060,Mobiliario,Sillas,Harbour Creations Silla plegable  Ajustable,402,1,40%,-241
9266,US-2018-131555,30/7/2018,30/7/2018,6/8/2018,2018,Mismo día,CG-12685,Circe Grijalva,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10002493,Material de oficina,Electrodomésticos,Hamilton Beach Batidora  Negro,846,3,40%,-268
9267,US-2018-131555,30/7/2018,30/7/2018,6/8/2018,2018,Mismo día,CG-12685,Circe Grijalva,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001863,Material de oficina,Carpetas,Cardinal Carpeta  Reciclado,170,3,40%,-57
9268,US-2018-131555,30/7/2018,30/7/2018,6/8/2018,2018,Mismo día,CG-12685,Circe Grijalva,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10001605,Material de oficina,Carpetas,Cardinal Anillas  Económico,64,3,40%,-40
9600,US-2018-125955,25/6/2018,30/6/2018,7/7/2018,2018,Estándar,HC-15955,Hernán Canales,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10000273,Material de oficina,Grapas,Stockwell Pasadores  Metal,113,2,40%,-74
9608,US-2016-148880,5/12/2016,9/12/2016,16/12/2016,2016,Estándar,PM-19975,Paz Montes,Empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10003828,Tecnología,Accesorios,Logitech Ratón  Económico,117,1,40%,-51
9609,US-2016-148880,5/12/2016,9/12/2016,16/12/2016,2016,Estándar,PM-19975,Paz Montes,Empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-EL-10003270,Material de oficina,Electrodomésticos,Hamilton Beach Frigorífico  Blanco,7.972,4,40%,-1993
9731,MX-2018-154046,28/10/2018,30/10/2018,6/11/2018,2018,Rápido,AR-11170,Antonio Rubio,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-SU-10004864,Material de oficina,Suministros,Stiletto Tijeras  Azul,378,4,40%,50
9745,US-2017-162600,7/11/2017,12/11/2017,19/11/2017,2017,Estándar,LS-17560,Laia Santillán,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10002277,Tecnología,Accesorios,Belkin Router  Negro,3.108,3,40%,-311
9746,US-2017-162600,7/11/2017,12/11/2017,19/11/2017,2017,Estándar,LS-17560,Laia Santillán,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-GR-10001997,Material de oficina,Grapas,OIC Cintas de goma  Tamaños variados,116,2,40%,-31
9747,US-2017-162600,7/11/2017,12/11/2017,19/11/2017,2017,Estándar,LS-17560,Laia Santillán,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-CA-10002699,Material de oficina,Carpetas,Acco Cubierta de carpeta  Reciclado,109,2,40%,-57
9748,US-2017-162600,7/11/2017,12/11/2017,19/11/2017,2017,Estándar,LS-17560,Laia Santillán,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10000222,Material de oficina,Papel,Xerox Agenda  Multicolor,174,2,40%,-64
9749,US-2017-162600,7/11/2017,12/11/2017,19/11/2017,2017,Estándar,LS-17560,Laia Santillán,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-AL-10001229,Material de oficina,Almacenamiento,Tenex Estanterías  Metal,1.075,5,40%,-519
9750,US-2017-162600,7/11/2017,12/11/2017,19/11/2017,2017,Estándar,LS-17560,Laia Santillán,Pequeña empresa,San Pedro Sula,Cortés,Honduras,Centro,MAT-PA-10001818,Material de oficina,Papel,Green Bar Cuaderno  Reciclado,356,3,40%,-161
